group,lang,path,label,bodyWords,proseWords,proseChars,sentences,uniqueSentences,dupSentenceRatio,faqDetails,faqLd,nnMasked,nnRaw,nnPath,templateShare50,templateShare10,templateSentShare,vsReuseFromTld
tld,zh,/tld/pe,.pe,2806,1132,1488,48,38,0.208,3,3,0.41,0.307,/tld/ng,0.258,0.431,0.395,
tld,en,/tld/pet,.pet,2288,605,3381,50,39,0.22,3,3,0.179,0.122,/tld/care,0.244,0.29,0.385,
tld,zh,/tld/pet,.pet,2699,1004,1376,47,38,0.191,3,3,0.242,0.177,/tld/estate,0.314,0.362,0.421,
tld,en,/tld/ph,.ph,2329,661,3736,51,39,0.235,3,3,0.363,0.234,/tld/ae,0.222,0.299,0.359,
tld,zh,/tld/ph,.ph,2784,1110,1454,52,40,0.231,3,3,0.445,0.326,/tld/ae,0.259,0.434,0.375,
tld,en,/tld/photo,.photo,2305,635,3418,52,41,0.212,3,3,0.191,0.12,/tld/mom,0.237,0.27,0.366,
tld,zh,/tld/photo,.photo,2714,1036,1569,47,38,0.191,3,3,0.235,0.205,/tld/photography,0.294,0.335,0.421,
tld,en,/tld/photography,.photography,2239,563,3172,54,41,0.241,3,3,0.208,0.127,/tld/photos,0.264,0.304,0.366,
tld,zh,/tld/photography,.photography,2628,944,1520,45,37,0.178,3,3,0.272,0.226,/tld/photos,0.334,0.386,0.432,
tld,en,/tld/photos,.photos,2244,563,3255,52,41,0.212,3,3,0.208,0.124,/tld/photography,0.261,0.307,0.366,
tld,zh,/tld/photos,.photos,2651,958,1469,47,38,0.191,3,3,0.272,0.226,/tld/photography,0.318,0.365,0.421,
tld,en,/tld/pics,.pics,2319,651,3574,49,39,0.204,3,3,0.182,0.132,/tld/fish,0.238,0.271,0.359,
tld,zh,/tld/pics,.pics,2678,1004,1619,44,36,0.182,3,3,0.225,0.17,/tld/bond,0.302,0.349,0.417,
tld,en,/tld/pictures,.pictures,2261,591,3400,46,37,0.196,3,3,0.203,0.125,/tld/investments,0.254,0.308,0.405,
tld,zh,/tld/pictures,.pictures,2647,968,1632,43,36,0.163,3,3,0.256,0.187,/tld/productions,0.334,0.392,0.444,
tld,en,/tld/pink,.pink,2258,587,3125,50,39,0.22,3,3,0.177,0.117,/tld/blue,0.246,0.286,0.385,
tld,zh,/tld/pink,.pink,2652,974,1297,49,39,0.204,3,3,0.237,0.179,/tld/international,0.319,0.369,0.41,
tld,en,/tld/pizza,.pizza,2239,569,3045,46,37,0.196,3,3,0.198,0.126,/tld/space,0.265,0.29,0.405,
tld,zh,/tld/pizza,.pizza,2627,950,1404,47,38,0.191,3,3,0.237,0.169,/tld/cafe,0.314,0.354,0.421,
tld,en,/tld/pk,.pk,2371,703,3988,47,37,0.213,3,3,0.303,0.222,/tld/pe,0.213,0.27,0.378,
tld,zh,/tld/pk,.pk,2870,1196,1580,48,38,0.208,3,3,0.408,0.303,/tld/ng,0.249,0.409,0.395,
tld,en,/tld/pl,.pl,2344,667,3628,47,37,0.213,3,3,0.385,0.228,/tld/mx,0.223,0.283,0.378,
tld,zh,/tld/pl,.pl,2767,1084,1405,48,38,0.208,3,3,0.497,0.348,/tld/mx,0.276,0.424,0.395,
tld,en,/tld/place,.place,2317,649,3513,51,40,0.216,3,3,0.261,0.161,/tld/shopping,0.236,0.288,0.35,
tld,zh,/tld/place,.place,2722,1048,1587,44,36,0.182,3,3,0.345,0.207,/tld/shopping,0.311,0.378,0.417,
tld,en,/tld/plumbing,.plumbing,2275,607,3376,47,38,0.191,3,3,0.217,0.121,/tld/courses,0.249,0.27,0.368,
tld,zh,/tld/plumbing,.plumbing,2614,940,1521,42,35,0.167,3,3,0.271,0.192,/tld/courses,0.321,0.352,0.429,
tld,en,/tld/plus,.plus,2233,565,2953,47,37,0.213,3,3,0.197,0.113,/tld/support,0.256,0.295,0.378,
tld,zh,/tld/plus,.plus,2616,942,1345,44,36,0.182,3,3,0.286,0.184,/tld/support,0.329,0.381,0.417,
tld,en,/tld/poker,.poker,2296,623,3420,50,40,0.2,3,3,0.201,0.136,/tld/fish,0.245,0.279,0.375,
tld,zh,/tld/poker,.poker,2688,1006,1532,45,37,0.178,3,3,0.279,0.191,/tld/fish,0.309,0.354,0.432,
tld,en,/tld/press,.press,2282,611,3460,54,42,0.222,3,3,0.184,0.112,/tld/credit,0.252,0.29,0.357,
tld,zh,/tld/press,.press,2716,1036,1560,47,38,0.191,3,3,0.223,0.166,/tld/express,0.301,0.331,0.421,
tld,en,/tld/pro,.pro,2140,459,2470,42,35,0.167,3,3,0.196,0.127,/tld/space,0.308,0.323,0.429,
tld,zh,/tld/pro,.pro,2475,780,1020,41,35,0.146,3,3,0.232,0.171,/tld/link,0.349,0.365,0.457,
tld,en,/tld/productions,.productions,2277,607,3364,48,38,0.208,3,3,0.205,0.125,/tld/investments,0.245,0.293,0.395,
tld,zh,/tld/productions,.productions,2686,1008,1650,43,36,0.163,3,3,0.292,0.201,/tld/investments,0.323,0.365,0.444,
tld,en,/tld/promo,.promo,2320,643,3417,54,42,0.222,3,3,0.194,0.115,/tld/hockey,0.238,0.285,0.357,
tld,zh,/tld/promo,.promo,2724,1036,1528,47,38,0.191,3,3,0.256,0.181,/tld/football,0.317,0.362,0.421,
tld,en,/tld/properties,.properties,2273,597,3345,48,38,0.208,3,3,0.249,0.155,/tld/apartments,0.246,0.292,0.395,
tld,zh,/tld/properties,.properties,2643,958,1549,45,37,0.178,3,3,0.289,0.198,/tld/taxi,0.331,0.373,0.432,
tld,en,/tld/pt,.pt,2299,631,3504,47,37,0.213,3,3,0.365,0.274,/tld/sk,0.234,0.315,0.378,
tld,zh,/tld/pt,.pt,2752,1078,1388,48,38,0.208,3,3,0.457,0.347,/tld/nz,0.27,0.463,0.395,
tld,en,/tld/pub,.pub,2270,597,3134,46,37,0.196,3,3,0.21,0.129,/tld/spa,0.251,0.284,0.405,
tld,zh,/tld/pub,.pub,2684,1000,1455,45,37,0.178,3,3,0.25,0.17,/tld/spa,0.292,0.342,0.432,
tld,en,/tld/qa,.qa,2427,759,3976,49,38,0.224,3,3,0.346,0.226,/tld/lk,0.206,0.273,0.368,
tld,zh,/tld/qa,.qa,2896,1222,1602,50,39,0.22,3,3,0.411,0.292,/tld/lk,0.235,0.381,0.385,
tld,en,/tld/quest,.quest,2338,667,3642,49,39,0.204,3,3,0.18,0.12,/tld/villas,0.231,0.273,0.359,
tld,zh,/tld/quest,.quest,2705,1028,1551,44,36,0.182,3,3,0.24,0.164,/tld/win,0.296,0.341,0.417,
tld,en,/tld/recipes,.recipes,2246,575,3285,45,36,0.2,3,3,0.194,0.122,/tld/legal,0.255,0.279,0.389,
tld,zh,/tld/recipes,.recipes,2631,954,1576,42,35,0.167,3,3,0.247,0.168,/tld/legal,0.323,0.359,0.429,
tld,en,/tld/red,.red,2282,611,3171,45,36,0.2,3,3,0.161,0.104,/tld/digital,0.244,0.249,0.389,
tld,zh,/tld/red,.red,2677,1000,1342,44,36,0.182,3,3,0.209,0.156,/tld/marketing,0.305,0.335,0.417,
tld,en,/tld/rehab,.rehab,2329,661,3899,53,41,0.226,3,3,0.259,0.18,/tld/immobilien,0.232,0.259,0.341,
tld,zh,/tld/rehab,.rehab,2772,1098,1660,44,36,0.182,3,3,0.314,0.216,/tld/immobilien,0.301,0.348,0.417,
tld,en,/tld/rent,.rent,2229,561,3067,47,38,0.191,3,3,0.203,0.123,/tld/delivery,0.26,0.275,0.368,
tld,zh,/tld/rent,.rent,2604,930,1385,42,35,0.167,3,3,0.289,0.189,/tld/delivery,0.323,0.356,0.429,
tld,en,/tld/rentals,.rentals,2301,615,3270,48,38,0.208,3,3,0.232,0.146,/tld/repair,0.239,0.283,0.395,
tld,zh,/tld/rentals,.rentals,2690,990,1434,45,37,0.178,3,3,0.311,0.222,/tld/repair,0.323,0.378,0.432,
tld,en,/tld/repair,.repair,2295,613,3311,48,38,0.208,3,3,0.232,0.138,/tld/rentals,0.249,0.295,0.395,
tld,zh,/tld/repair,.repair,2667,976,1451,45,37,0.178,3,3,0.311,0.222,/tld/rentals,0.326,0.379,0.432,
tld,en,/tld/report,.report,2319,651,3696,51,40,0.216,3,3,0.206,0.125,/tld/town,0.24,0.288,0.35,
tld,zh,/tld/report,.report,2740,1066,1637,44,36,0.182,3,3,0.277,0.172,/tld/town,0.314,0.373,0.417,
tld,en,/tld/restaurant,.restaurant,2241,551,3010,46,37,0.196,3,3,0.208,0.126,/tld/clinic,0.273,0.317,0.405,
tld,zh,/tld/restaurant,.restaurant,2631,930,1505,45,37,0.178,3,3,0.248,0.169,/tld/photography,0.328,0.372,0.432,
tld,en,/tld/review,.review,2261,593,3354,47,38,0.191,3,3,0.198,0.122,/tld/catering,0.254,0.254,0.368,
tld,zh,/tld/review,.review,2648,974,1474,42,35,0.167,3,3,0.25,0.181,/tld/supply,0.293,0.317,0.429,
tld,en,/tld/reviews,.reviews,2292,619,3560,52,41,0.212,3,3,0.217,0.13,/tld/hockey,0.24,0.29,0.366,
tld,zh,/tld/reviews,.reviews,2755,1074,1574,47,38,0.191,3,3,0.257,0.181,/tld/hockey,0.307,0.351,0.421,
tld,en,/tld/ro,.ro,2323,655,3632,47,37,0.213,3,3,0.354,0.248,/tld/sk,0.222,0.291,0.378,
tld,zh,/tld/ro,.ro,2812,1138,1466,48,38,0.208,3,3,0.469,0.325,/tld/sk,0.256,0.432,0.395,
tld,en,/tld/rocks,.rocks,2259,591,3177,49,38,0.224,3,3,0.165,0.107,/tld/academy,0.246,0.258,0.368,
tld,zh,/tld/rocks,.rocks,2632,958,1340,50,39,0.22,3,3,0.219,0.159,/tld/ninja,0.317,0.348,0.385,
tld,en,/tld/rs,.rs,2401,733,3950,47,37,0.213,3,3,0.284,0.223,/tld/lv,0.197,0.262,0.351,
tld,zh,/tld/rs,.rs,2888,1214,1630,48,38,0.208,3,3,0.351,0.273,/tld/lv,0.234,0.37,0.395,
tld,en,/tld/rugby,.rugby,2295,625,3288,46,38,0.174,3,3,0.339,0.246,/tld/basketball,0.244,0.283,0.395,
tld,zh,/tld/rugby,.rugby,2692,1012,1541,43,36,0.163,3,3,0.4,0.322,/tld/basketball,0.3,0.34,0.444,
tld,en,/tld/run,.run,2224,551,2922,46,37,0.196,3,3,0.176,0.117,/tld/art,0.26,0.275,0.405,
tld,zh,/tld/run,.run,2569,886,1332,45,37,0.178,3,3,0.206,0.153,/tld/codes,0.293,0.309,0.432,
tld,en,/tld/sa,.sa,2376,705,4112,49,39,0.204,3,3,0.213,0.146,/tld/kz,0.213,0.275,0.359,
tld,zh,/tld/sa,.sa,2863,1186,1586,48,38,0.208,3,3,0.309,0.221,/tld/eg,0.242,0.376,0.395,
tld,en,/tld/sale,.sale,2240,569,3118,47,37,0.213,3,3,0.192,0.114,/tld/support,0.259,0.295,0.378,
tld,zh,/tld/sale,.sale,2633,956,1397,44,36,0.182,3,3,0.27,0.195,/tld/toys,0.333,0.388,0.417,
tld,en,/tld/salon,.salon,2292,613,3123,50,39,0.22,3,3,0.191,0.131,/tld/photography,0.244,0.28,0.385,
tld,zh,/tld/salon,.salon,2655,968,1382,47,38,0.191,3,3,0.262,0.176,/tld/events,0.321,0.375,0.421,
tld,en,/tld/sbs,.sbs,2347,679,3599,51,40,0.216,3,3,0.218,0.144,/tld/buzz,0.225,0.253,0.35,
tld,zh,/tld/sbs,.sbs,2766,1092,1576,44,36,0.182,3,3,0.274,0.18,/tld/buzz,0.281,0.325,0.417,
tld,en,/tld/school,.school,2222,545,3017,46,37,0.196,3,3,0.19,0.127,/tld/shop,0.268,0.293,0.405,
tld,zh,/tld/school,.school,2627,938,1395,47,38,0.191,3,3,0.247,0.179,/tld/academy,0.319,0.369,0.421,
tld,en,/tld/se,.se,2341,667,3672,47,37,0.213,3,3,0.344,0.274,/tld/pt,0.221,0.295,0.378,
tld,zh,/tld/se,.se,2790,1110,1476,48,38,0.208,3,3,0.433,0.347,/tld/pt,0.252,0.419,0.395,
tld,en,/tld/services,.services,2251,567,3099,48,38,0.208,3,3,0.205,0.134,/tld/events,0.261,0.306,0.395,
tld,zh,/tld/services,.services,2641,946,1493,45,37,0.178,3,3,0.252,0.187,/tld/directory,0.32,0.378,0.432,
tld,en,/tld/sg,.sg,2325,645,3820,45,36,0.2,3,3,0.257,0.162,/tld/hk,0.226,0.276,0.389,
tld,zh,/tld/sg,.sg,2820,1134,1478,44,36,0.182,3,3,0.308,0.217,/tld/hk,0.249,0.333,0.417,
tld,en,/tld/sh,.sh,2142,469,2499,40,35,0.125,3,3,0.19,0.127,/tld/io,0.272,0.292,0.4,
tld,zh,/tld/sh,.sh,2440,758,1020,41,35,0.146,3,3,0.234,0.172,/tld/gg,0.329,0.348,0.457,
tld,en,/tld/shoes,.shoes,2260,587,3256,50,40,0.2,3,3,0.229,0.142,/tld/toys,0.247,0.296,0.375,
tld,zh,/tld/shoes,.shoes,2612,930,1449,45,37,0.178,3,3,0.32,0.225,/tld/toys,0.327,0.389,0.432,
tld,en,/tld/shop,.shop,2166,477,2565,44,37,0.159,3,3,0.192,0.131,/tld/space,0.293,0.316,0.405,
tld,zh,/tld/shop,.shop,2499,798,1061,43,36,0.163,3,3,0.238,0.176,/tld/vip,0.328,0.36,0.444,
tld,en,/tld/shopping,.shopping,2313,645,3664,51,40,0.216,3,3,0.261,0.153,/tld/place,0.239,0.294,0.35,
tld,zh,/tld/shopping,.shopping,2670,996,1642,44,36,0.182,3,3,0.345,0.207,/tld/place,0.318,0.39,0.417,
tld,en,/tld/show,.show,2270,597,3013,50,39,0.22,3,3,0.182,0.123,/tld/house,0.243,0.293,0.359,
tld,zh,/tld/show,.show,2652,968,1415,45,37,0.178,3,3,0.247,0.173,/tld/international,0.32,0.364,0.432,
tld,en,/tld/singles,.singles,2303,633,3560,48,39,0.188,3,3,0.25,0.145,/tld/clothing,0.244,0.301,0.385,
tld,zh,/tld/singles,.singles,2712,1032,1626,45,37,0.178,3,3,0.343,0.213,/tld/clothing,0.31,0.363,0.432,
tld,en,/tld/site,.site,2187,497,2651,44,37,0.159,3,3,0.201,0.14,/tld/online,0.277,0.297,0.405,
tld,zh,/tld/site,.site,2578,876,1121,43,36,0.163,3,3,0.227,0.169,/tld/vip,0.311,0.329,0.444,
tld,en,/tld/sk,.sk,2307,639,3504,47,37,0.213,3,3,0.365,0.248,/tld/pt,0.236,0.312,0.378,
tld,zh,/tld/sk,.sk,2764,1090,1396,48,38,0.208,3,3,0.469,0.325,/tld/ro,0.272,0.465,0.395,
tld,en,/tld/skin,.skin,2233,563,3204,48,39,0.188,3,3,0.276,0.214,/tld/makeup,0.259,0.28,0.385,
tld,zh,/tld/skin,.skin,2634,956,1354,43,36,0.163,3,3,0.344,0.27,/tld/makeup,0.32,0.357,0.444,
tld,en,/tld/so,.so,2113,445,2428,41,34,0.171,3,3,0.194,0.162,/tld/gg,0.276,0.283,0.353,
tld,zh,/tld/so,.so,2418,744,1016,40,34,0.15,3,3,0.238,0.187,/tld/gg,0.341,0.345,0.441,
tld,en,/tld/soccer,.soccer,2315,637,3446,54,42,0.222,3,3,0.237,0.161,/tld/hockey,0.24,0.285,0.357,
tld,zh,/tld/soccer,.soccer,2715,1024,1511,47,38,0.191,3,3,0.334,0.216,/tld/hockey,0.319,0.362,0.421,
tld,en,/tld/social,.social,2151,483,2814,43,35,0.186,3,3,0.193,0.125,/tld/land,0.294,0.311,0.4,
tld,zh,/tld/social,.social,2524,850,1419,42,35,0.167,3,3,0.215,0.157,/tld/international,0.326,0.348,0.429,
tld,en,/tld/software,.software,2227,559,3210,53,40,0.245,3,3,0.203,0.124,/tld/marketing,0.275,0.304,0.35,
tld,zh,/tld/software,.software,2608,934,1494,44,36,0.182,3,3,0.259,0.177,/tld/consulting,0.332,0.368,0.417,
tld,en,/tld/solar,.solar,2266,595,3201,47,37,0.213,3,3,0.225,0.143,/tld/repair,0.257,0.293,0.378,
tld,zh,/tld/solar,.solar,2687,1010,1442,44,36,0.182,3,3,0.271,0.179,/tld/taxi,0.32,0.354,0.417,
tld,en,/tld/solutions,.solutions,2199,531,2999,47,37,0.213,3,3,0.196,0.122,/tld/ventures,0.273,0.289,0.378,
tld,zh,/tld/solutions,.solutions,2608,934,1458,46,37,0.196,3,3,0.248,0.187,/tld/services,0.31,0.347,0.405,
tld,en,/tld/spa,.spa,2259,589,3164,44,36,0.182,3,3,0.21,0.129,/tld/pub,0.25,0.291,0.417,
tld,zh,/tld/spa,.spa,2674,996,1451,43,36,0.163,3,3,0.275,0.17,/tld/dentist,0.285,0.342,0.444,
tld,en,/tld/space,.space,2107,431,2446,42,35,0.167,3,3,0.213,0.131,/tld/tech,0.312,0.333,0.429,
tld,zh,/tld/space,.space,2428,738,974,43,36,0.163,3,3,0.246,0.179,/tld/link,0.358,0.381,0.444,
tld,en,/tld/store,.store,2211,523,2568,44,36,0.182,3,3,0.185,0.121,/tld/space,0.274,0.293,0.417,
tld,zh,/tld/store,.store,2525,824,1146,45,37,0.178,3,3,0.219,0.169,/tld/vip,0.317,0.339,0.432,
tld,en,/tld/stream,.stream,2311,641,3462,48,38,0.208,3,3,0.185,0.11,/tld/pictures,0.231,0.263,0.395,
tld,zh,/tld/stream,.stream,2757,1078,1568,45,37,0.178,3,3,0.22,0.15,/tld/fashion,0.288,0.313,0.432,
tld,en,/tld/studio,.studio,2149,461,2386,40,35,0.125,3,3,0.196,0.126,/tld/link,0.299,0.313,0.429,
tld,zh,/tld/studio,.studio,2460,760,1027,41,35,0.146,3,3,0.252,0.179,/tld/design,0.352,0.368,0.457,
tld,en,/tld/study,.study,2231,563,3055,47,38,0.191,3,3,0.227,0.179,/tld/courses,0.267,0.276,0.368,
tld,zh,/tld/study,.study,2576,902,1412,42,35,0.167,3,3,0.329,0.253,/tld/courses,0.326,0.347,0.429,
tld,en,/tld/style,.style,2250,577,3044,50,39,0.22,3,3,0.2,0.121,/tld/love,0.259,0.31,0.385,
tld,zh,/tld/style,.style,2621,940,1490,45,37,0.178,3,3,0.255,0.193,/tld/international,0.31,0.359,0.432,
tld,en,/tld/supplies,.supplies,2275,601,3329,46,37,0.196,3,3,0.178,0.116,/tld/auction,0.243,0.268,0.405,
tld,zh,/tld/supplies,.supplies,2648,962,1536,45,37,0.178,3,3,0.256,0.2,/tld/diamonds,0.301,0.335,0.432,
tld,en,/tld/supply,.supply,2240,567,3381,50,39,0.22,3,3,0.216,0.117,/tld/management,0.264,0.288,0.385,
tld,zh,/tld/supply,.supply,2629,946,1456,43,36,0.163,3,3,0.304,0.2,/tld/management,0.319,0.36,0.444,
tld,en,/tld/support,.support,2228,557,3155,47,37,0.213,3,3,0.197,0.117,/tld/plus,0.264,0.307,0.378,
tld,zh,/tld/support,.support,2623,946,1488,44,36,0.182,3,3,0.286,0.184,/tld/plus,0.334,0.381,0.417,
tld,en,/tld/surf,.surf,2306,635,3328,53,41,0.226,3,3,0.255,0.19,/tld/fit,0.243,0.268,0.341,
tld,zh,/tld/surf,.surf,2711,1034,1449,46,37,0.196,3,3,0.326,0.256,/tld/fit,0.302,0.328,0.405,
tld,en,/tld/surgery,.surgery,2339,671,4005,53,41,0.226,3,3,0.222,0.157,/tld/hospital,0.232,0.284,0.341,
tld,zh,/tld/surgery,.surgery,2742,1068,1693,44,36,0.182,3,3,0.29,0.198,/tld/hospital,0.297,0.354,0.417,
tld,en,/tld/systems,.systems,2209,541,3126,47,37,0.213,3,3,0.206,0.121,/tld/ventures,0.274,0.303,0.378,
tld,zh,/tld/systems,.systems,2604,930,1486,44,36,0.182,3,3,0.249,0.17,/tld/exchange,0.322,0.355,0.417,
tld,en,/tld/tattoo,.tattoo,2303,633,3405,50,40,0.2,3,3,0.222,0.13,/tld/singles,0.244,0.284,0.375,
tld,zh,/tld/tattoo,.tattoo,2663,984,1589,45,37,0.178,3,3,0.286,0.18,/tld/singles,0.289,0.338,0.432,
tld,en,/tld/tax,.tax,2236,563,2894,46,37,0.196,3,3,0.233,0.135,/tld/green,0.263,0.315,0.405,
tld,zh,/tld/tax,.tax,2575,894,1326,43,36,0.163,3,3,0.289,0.195,/tld/shoes,0.339,0.408,0.444,
tld,en,/tld/taxi,.taxi,2302,629,3421,48,38,0.208,3,3,0.218,0.141,/tld/properties,0.234,0.275,0.395,
tld,zh,/tld/taxi,.taxi,2709,1028,1443,45,37,0.178,3,3,0.289,0.198,/tld/properties,0.312,0.358,0.432,
tld,en,/tld/team,.team,2152,469,2671,44,36,0.182,3,3,0.186,0.12,/tld/design,0.29,0.303,0.417,
tld,zh,/tld/team,.team,2530,832,1283,45,37,0.178,3,3,0.215,0.151,/tld/chat,0.325,0.353,0.432,
tld,en,/tld/tech,.tech,2148,459,2555,44,37,0.159,3,3,0.213,0.125,/tld/space,0.299,0.319,0.405,
tld,zh,/tld/tech,.tech,2554,854,1109,41,35,0.146,3,3,0.217,0.153,/tld/vip,0.318,0.336,0.457,
tld,en,/tld/technology,.technology,2295,627,3397,51,39,0.235,3,3,0.183,0.112,/tld/photography,0.244,0.266,0.359,
tld,zh,/tld/technology,.technology,2692,1018,1627,46,37,0.196,3,3,0.262,0.167,/tld/international,0.307,0.349,0.405,
tld,en,/tld/tennis,.tennis,2324,651,3479,54,41,0.241,3,3,0.244,0.132,/tld/hockey,0.232,0.276,0.366,
tld,zh,/tld/tennis,.tennis,2758,1076,1558,47,38,0.191,3,3,0.307,0.208,/tld/golf,0.316,0.352,0.421,
tld,en,/tld/th,.th,2365,697,3906,55,41,0.255,3,3,0.199,0.127,/tld/ua,0.193,0.219,0.293,
tld,zh,/tld/th,.th,2814,1140,1614,52,40,0.231,3,3,0.348,0.221,/tld/ua,0.25,0.381,0.375,
tld,en,/tld/theater,.theater,2221,553,3077,47,37,0.213,3,3,0.205,0.123,/tld/engineer,0.27,0.286,0.378,
tld,zh,/tld/theater,.theater,2610,936,1491,46,37,0.196,3,3,0.252,0.173,/tld/engineer,0.321,0.339,0.405,
tld,en,/tld/tickets,.tickets,2237,567,3141,48,39,0.188,3,3,0.18,0.113,/tld/dentist,0.257,0.29,0.385,
tld,zh,/tld/tickets,.tickets,2634,956,1407,45,37,0.178,3,3,0.216,0.15,/tld/dentist,0.297,0.328,0.432,
tld,en,/tld/tienda,.tienda,2385,717,4046,49,39,0.204,3,3,0.256,0.171,/tld/kaufen,0.214,0.264,0.359,
tld,zh,/tld/tienda,.tienda,2768,1094,1654,44,36,0.182,3,3,0.367,0.256,/tld/kaufen,0.304,0.361,0.417,
tld,en,/tld/tips,.tips,2209,535,2873,48,38,0.208,3,3,0.193,0.154,/tld/exchange,0.256,0.31,0.342,
tld,zh,/tld/tips,.tips,2577,894,1399,45,37,0.178,3,3,0.256,0.202,/tld/institute,0.336,0.385,0.432,
tld,en,/tld/tires,.tires,2339,671,3605,51,40,0.216,3,3,0.242,0.157,/tld/immo,0.234,0.288,0.35,
tld,zh,/tld/tires,.tires,2728,1054,1609,44,36,0.182,3,3,0.314,0.195,/tld/immo,0.304,0.361,0.417,
tld,en,/tld/today,.today,2217,549,2947,43,35,0.186,3,3,0.187,0.107,/tld/lol,0.267,0.273,0.4,
tld,zh,/tld/today,.today,2584,910,1370,44,36,0.182,3,3,0.23,0.159,/tld/cool,0.325,0.346,0.417,
tld,en,/tld/tokyo,.tokyo,2319,651,3489,45,37,0.178,3,3,0.371,0.212,/tld/london,0.236,0.286,0.378,
tld,zh,/tld/tokyo,.tokyo,2740,1066,1515,42,35,0.167,3,3,0.396,0.259,/tld/london,0.298,0.351,0.429,
tld,en,/tld/tools,.tools,2170,499,2816,43,36,0.163,3,3,0.18,0.117,/tld/zone,0.284,0.294,0.389,
tld,zh,/tld/tools,.tools,2493,816,1252,44,36,0.182,3,3,0.206,0.154,/tld/zone,0.321,0.324,0.417,
tld,en,/tld/top,.top,2144,467,2610,37,32,0.135,3,3,0.186,0.123,/tld/vip,0.291,0.291,0.438,
tld,zh,/tld/top,.top,2577,894,1133,38,33,0.132,3,3,0.216,0.161,/tld/vip,0.304,0.308,0.455,
tld,en,/tld/tours,.tours,2275,597,3302,52,41,0.212,3,3,0.214,0.136,/tld/green,0.253,0.3,0.366,
tld,zh,/tld/tours,.tours,2666,978,1506,45,37,0.178,3,3,0.262,0.193,/tld/shoes,0.316,0.357,0.432,
tld,en,/tld/town,.town,2345,677,3662,53,41,0.226,3,3,0.212,0.131,/tld/bond,0.234,0.28,0.341,
tld,zh,/tld/town,.town,2728,1054,1591,44,36,0.182,3,3,0.277,0.185,/tld/report,0.31,0.362,0.417,
tld,en,/tld/toys,.toys,2240,569,3147,49,39,0.204,3,3,0.229,0.142,/tld/shoes,0.253,0.291,0.359,
tld,zh,/tld/toys,.toys,2619,942,1383,44,36,0.182,3,3,0.32,0.225,/tld/shoes,0.329,0.383,0.417,
tld,en,/tld/tr,.tr,2358,681,3752,47,37,0.213,3,3,0.242,0.22,/tld/vn,0.182,0.222,0.351,
tld,zh,/tld/tr,.tr,2789,1106,1514,48,38,0.208,3,3,0.394,0.298,/tld/vn,0.253,0.424,0.395,
tld,en,/tld/training,.training,2233,565,3353,53,41,0.226,3,3,0.188,0.12,/tld/ventures,0.265,0.298,0.341,
tld,zh,/tld/training,.training,2644,970,1539,46,37,0.196,3,3,0.261,0.184,/tld/market,0.321,0.354,0.405,
tld,en,/tld/travel,.travel,2305,617,3457,48,38,0.208,3,3,0.187,0.113,/tld/tours,0.244,0.278,0.395,
tld,zh,/tld/travel,.travel,2742,1042,1520,45,37,0.178,3,3,0.254,0.17,/tld/shoes,0.308,0.361,0.432,
tld,en,/tld/tv,.tv,2164,477,2559,42,36,0.143,3,3,0.192,0.122,/tld/space,0.291,0.311,0.417,
tld,zh,/tld/tv,.tv,2513,814,1044,41,35,0.146,3,3,0.223,0.159,/tld/live,0.323,0.342,0.457,
tld,en,/tld/tw,.tw,2331,663,3900,45,36,0.2,3,3,0.218,0.138,/tld/pt,0.222,0.284,0.389,
tld,zh,/tld/tw,.tw,2784,1110,1430,46,37,0.196,3,3,0.329,0.238,/tld/sk,0.263,0.399,0.405,
tld,en,/tld/ua,.ua,2357,689,3818,53,40,0.245,3,3,0.23,0.147,/tld/ke,0.223,0.275,0.35,
tld,zh,/tld/ua,.ua,2776,1102,1574,50,39,0.22,3,3,0.348,0.228,/tld/th,0.252,0.383,0.385,
tld,en,/tld/uk,.uk,2239,565,2969,47,37,0.213,3,3,0.232,0.139,/tld/au,0.261,0.285,0.378,
tld,zh,/tld/uk,.uk,2628,948,1350,44,36,0.182,3,3,0.285,0.204,/tld/de,0.279,0.358,0.417,
tld,en,/tld/university,.university,2347,679,4046,49,39,0.204,3,3,0.252,0.143,/tld/hospital,0.231,0.288,0.359,
tld,zh,/tld/university,.university,2760,1086,1800,44,36,0.182,3,3,0.302,0.211,/tld/shopping,0.299,0.367,0.417,
tld,en,/tld/us,.us,2121,447,2499,37,33,0.108,3,3,0.195,0.121,/tld/cloud,0.313,0.32,0.424,
tld,zh,/tld/us,.us,2478,798,1048,36,32,0.111,3,3,0.215,0.157,/tld/vip,0.33,0.333,0.469,
tld,en,/tld/uy,.uy,2445,777,4178,47,37,0.213,3,3,0.255,0.176,/tld/lt,0.186,0.246,0.351,
tld,zh,/tld/uy,.uy,2930,1256,1652,50,39,0.22,3,3,0.356,0.257,/tld/pe,0.231,0.387,0.385,
tld,en,/tld/uz,.uz,2327,662,3745,46,36,0.217,3,3,0.21,0.155,/tld/lv,0.215,0.244,0.361,
tld,zh,/tld/uz,.uz,2853,1182,1478,47,37,0.213,3,3,0.263,0.2,/tld/lu,0.242,0.344,0.378,
tld,en,/tld/vacations,.vacations,2270,599,3419,49,39,0.204,3,3,0.182,0.134,/tld/ventures,0.247,0.282,0.359,
