path,lang,bodyWords,proseWords,linkShare
/vs/mom-vs-me,zh,1065,849,0.2028
/vs/money-vs-finance,en,582,446,0.2337
/vs/money-vs-finance,zh,916,736,0.1965
/vs/monster-vs-games,en,801,639,0.2022
/vs/monster-vs-games,zh,1275,1062,0.1671
/vs/mortgage-vs-estate,en,669,534,0.2018
/vs/mortgage-vs-estate,zh,1076,894,0.1691
/vs/movie-vs-tv,en,710,574,0.1915
/vs/movie-vs-tv,zh,1111,921,0.1710
/vs/mx-vs-es,en,788,636,0.1929
/vs/mx-vs-es,zh,1214,1016,0.1631
/vs/my-vs-sg,en,795,637,0.1987
/vs/my-vs-sg,zh,1240,1036,0.1645
/vs/net-vs-org,en,738,591,0.1992
/vs/net-vs-org,zh,1103,902,0.1822
/vs/network-vs-tech,en,871,706,0.1894
/vs/network-vs-tech,zh,1325,1107,0.1645
/vs/news-vs-media,en,610,475,0.2213
/vs/news-vs-media,zh,965,775,0.1969
/vs/ng-vs-com,en,749,583,0.2216
/vs/ng-vs-com,zh,1178,961,0.1842
/vs/ninja-vs-dev,en,868,703,0.1901
/vs/ninja-vs-dev,zh,1266,1050,0.1706
/vs/nl-vs-de,en,754,594,0.2122
/vs/nl-vs-de,zh,1143,939,0.1785
/vs/no-vs-dk,en,765,618,0.1922
/vs/no-vs-dk,zh,1192,997,0.1636
/vs/nyc-vs-us,en,808,717,0.1126
/vs/nyc-vs-us,zh,1285,1150,0.1051
/vs/nz-vs-au,en,716,571,0.2025
/vs/nz-vs-au,zh,1194,1005,0.1583
/vs/one-vs-me,en,672,526,0.2173
/vs/one-vs-me,zh,969,771,0.2043
/vs/online-vs-site,en,725,558,0.2303
/vs/online-vs-site,zh,1102,881,0.2005
/vs/org-vs-co,en,647,501,0.2257
/vs/org-vs-co,zh,1036,834,0.1950
/vs/organic-vs-bio,en,775,628,0.1897
/vs/organic-vs-bio,zh,1294,1099,0.1507
/vs/page-vs-com,en,658,493,0.2508
/vs/page-vs-com,zh,1028,814,0.2082
/vs/paris-vs-london,en,825,679,0.1770
/vs/paris-vs-london,zh,1303,1111,0.1474
/vs/partners-vs-group,en,725,569,0.2152
/vs/partners-vs-group,zh,1128,926,0.1791
/vs/parts-vs-repair,en,789,631,0.2003
/vs/parts-vs-repair,zh,1240,1032,0.1677
/vs/party-vs-events,en,754,601,0.2029
/vs/party-vs-events,zh,1152,948,0.1771
/vs/pe-vs-cl,en,675,525,0.2222
/vs/pe-vs-cl,zh,1084,886,0.1827
/vs/pet-vs-shop,en,919,751,0.1828
/vs/pet-vs-shop,zh,1340,1120,0.1642
/vs/ph-vs-sg,en,755,600,0.2053
/vs/ph-vs-sg,zh,1163,962,0.1728
/vs/photo-vs-photography,en,669,535,0.2003
/vs/photo-vs-photography,zh,1061,879,0.1715
/vs/photography-vs-photos,en,635,490,0.2283
/vs/photography-vs-photos,zh,1000,803,0.1970
/vs/photos-vs-gallery,en,646,502,0.2229
/vs/photos-vs-gallery,zh,1031,832,0.1930
/vs/pics-vs-photos,en,787,650,0.1741
/vs/pics-vs-photos,zh,1239,1052,0.1509
/vs/pictures-vs-photos,en,717,560,0.2190
/vs/pictures-vs-photos,zh,1115,905,0.1883
/vs/pink-vs-me,en,672,505,0.2485
/vs/pink-vs-me,zh,956,736,0.2301
/vs/pizza-vs-com,en,867,700,0.1926
/vs/pizza-vs-com,zh,1308,1091,0.1659
/vs/pk-vs-in,en,705,559,0.2071
/vs/pk-vs-in,zh,1093,901,0.1757
/vs/pl-vs-eu,en,801,643,0.1973
/vs/pl-vs-eu,zh,1197,993,0.1704
/vs/place-vs-space,en,803,653,0.1868
/vs/place-vs-space,zh,1246,1044,0.1621
/vs/plumbing-vs-repair,en,767,611,0.2034
/vs/plumbing-vs-repair,zh,1153,950,0.1761
/vs/plus-vs-vip,en,760,592,0.2211
/vs/plus-vs-vip,zh,1104,888,0.1957
/vs/poker-vs-games,en,755,588,0.2212
/vs/poker-vs-games,zh,1192,971,0.1854
/vs/press-vs-news,en,641,514,0.1981
/vs/press-vs-news,zh,988,808,0.1822
/vs/pro-vs-co,en,732,585,0.2008
/vs/pro-vs-co,zh,1166,964,0.1732
/vs/pro-vs-vip,en,796,630,0.2085
/vs/pro-vs-vip,zh,1229,1009,0.1790
/vs/productions-vs-studio,en,725,558,0.2303
/vs/productions-vs-studio,zh,1147,928,0.1909
/vs/promo-vs-shop,en,682,512,0.2493
/vs/promo-vs-shop,zh,1048,825,0.2128
/vs/properties-vs-estate,en,655,515,0.2137
/vs/properties-vs-estate,zh,1014,825,0.1864
/vs/properties-vs-rentals,en,658,516,0.2158
/vs/properties-vs-rentals,zh,987,794,0.1955
/vs/pub-vs-bar,en,709,548,0.2271
/vs/pub-vs-bar,zh,1159,946,0.1838
/vs/qa-vs-ae,en,735,585,0.2041
/vs/qa-vs-ae,zh,1113,915,0.1779
/vs/quest-vs-fun,en,800,634,0.2075
/vs/quest-vs-fun,zh,1217,999,0.1791
/vs/quest-vs-games,en,803,638,0.2055
/vs/quest-vs-games,zh,1273,1057,0.1697
/vs/recipes-vs-menu,en,767,610,0.2047
/vs/recipes-vs-menu,zh,1173,970,0.1731
/vs/red-vs-vip,en,939,771,0.1789
/vs/red-vs-vip,zh,1396,1180,0.1547
/vs/rehab-vs-care,en,832,671,0.1935
/vs/rehab-vs-care,zh,1329,1119,0.1580
/vs/rent-vs-rentals,en,732,596,0.1858
/vs/rent-vs-rentals,zh,1155,967,0.1628
/vs/repair-vs-services,en,700,531,0.2414
/vs/repair-vs-services,zh,1046,826,0.2103
/vs/report-vs-news,en,781,654,0.1626
/vs/report-vs-news,zh,1224,1044,0.1471
/vs/restaurant-vs-bar,en,915,746,0.1847
/vs/restaurant-vs-bar,zh,1445,1225,0.1522
/vs/restaurant-vs-cafe,en,701,531,0.2425
/vs/restaurant-vs-cafe,zh,1026,805,0.2154
/vs/review-vs-reviews,en,712,595,0.1643
/vs/review-vs-reviews,zh,1149,986,0.1419
/vs/reviews-vs-blog,en,673,544,0.1917
/vs/reviews-vs-blog,zh,1070,895,0.1636
/vs/ro-vs-pl,en,764,611,0.2003
/vs/ro-vs-pl,zh,1180,979,0.1703
/vs/rocks-vs-fun,en,911,745,0.1822
/vs/rocks-vs-fun,zh,1348,1130,0.1617
/vs/rs-vs-io,en,790,625,0.2089
/vs/rs-vs-io,zh,1191,975,0.1814
/vs/rugby-vs-football,en,776,624,0.1959
/vs/rugby-vs-football,zh,1271,1068,0.1597
/vs/run-vs-club,en,806,638,0.2084
/vs/run-vs-club,zh,1317,1095,0.1686
/vs/sa-vs-ae,en,715,562,0.2140
/vs/sa-vs-ae,zh,1071,870,0.1877
/vs/sale-vs-shop,en,716,550,0.2318
/vs/sale-vs-shop,zh,1070,854,0.2019
/vs/salon-vs-studio,en,686,519,0.2434
/vs/salon-vs-studio,zh,1040,821,0.2106
/vs/sbs-vs-xyz,en,791,656,0.1707
/vs/sbs-vs-xyz,zh,1230,1050,0.1463
/vs/se-vs-com,en,764,598,0.2173
/vs/se-vs-com,zh,1194,977,0.1817
/vs/services-vs-agency,en,682,513,0.2478
/vs/services-vs-agency,zh,1065,845,0.2066
/vs/sg-vs-asia,en,827,666,0.1947
/vs/sg-vs-asia,zh,1294,1087,0.1600
/vs/sh-vs-dev,en,825,661,0.1988
/vs/sh-vs-dev,zh,1221,1003,0.1785
/vs/shoes-vs-fashion,en,729,570,0.2181
/vs/shoes-vs-fashion,zh,1090,881,0.1917
/vs/shoes-vs-store,en,743,576,0.2248
/vs/shoes-vs-store,zh,1066,845,0.2073
/vs/shop-vs-com,en,759,591,0.2213
/vs/shop-vs-com,zh,1156,937,0.1894
/vs/shop-vs-store,en,718,550,0.2340
/vs/shop-vs-store,zh,1107,887,0.1987
/vs/shopping-vs-shop,en,780,614,0.2128
/vs/shopping-vs-shop,zh,1214,998,0.1779
/vs/singles-vs-dating,en,780,631,0.1910
/vs/singles-vs-dating,zh,1217,1019,0.1627
/vs/site-vs-com,en,857,688,0.1972
/vs/site-vs-com,zh,1280,1060,0.1719
/vs/sk-vs-cz,en,803,653,0.1868
/vs/sk-vs-cz,zh,1235,1037,0.1603
/vs/skin-vs-beauty,en,700,569,0.1871
/vs/skin-vs-beauty,zh,1142,962,0.1576
/vs/so-vs-io,en,879,717,0.1843
/vs/so-vs-io,zh,1271,1058,0.1676
/vs/soccer-vs-club,en,709,542,0.2355
/vs/soccer-vs-club,zh,1087,863,0.2061
/vs/soccer-vs-football,en,713,553,0.2244
/vs/soccer-vs-football,zh,1110,896,0.1928
/vs/social-vs-com,en,806,641,0.2047
/vs/social-vs-com,zh,1282,1068,0.1669
/vs/software-vs-app,en,674,512,0.2404
/vs/software-vs-app,zh,1044,832,0.2031
/vs/solutions-vs-services,en,668,510,0.2365
/vs/solutions-vs-services,zh,1032,825,0.2006
/vs/spa-vs-salon,en,736,583,0.2079
/vs/spa-vs-salon,zh,1122,923,0.1774
/vs/space-vs-site,en,745,579,0.2228
/vs/space-vs-site,zh,1118,896,0.1986
/vs/store-vs-com,en,828,661,0.2017
/vs/store-vs-com,zh,1287,1068,0.1702
/vs/store-vs-online,en,722,555,0.2313
/vs/store-vs-online,zh,1079,859,0.2039
/vs/stream-vs-live,en,691,559,0.1910
/vs/stream-vs-live,zh,1070,886,0.1720
/vs/studio-vs-co,en,767,601,0.2164
/vs/studio-vs-co,zh,1197,978,0.1830
/vs/studio-vs-design,en,699,550,0.2132
/vs/studio-vs-design,zh,1071,870,0.1877
/vs/study-vs-courses,en,735,587,0.2014
/vs/study-vs-courses,zh,1175,983,0.1634
/vs/supplies-vs-supply,en,773,620,0.1979
/vs/supplies-vs-supply,zh,1211,1004,0.1709
/vs/supply-vs-express,en,760,602,0.2079
/vs/supply-vs-express,zh,1183,972,0.1784
/vs/support-vs-center,en,746,592,0.2064
/vs/support-vs-center,zh,1130,926,0.1805
/vs/surf-vs-fun,en,727,561,0.2283
/vs/surf-vs-fun,zh,1115,897,0.1955
/vs/surf-vs-travel,en,761,596,0.2168
/vs/surf-vs-travel,zh,1165,950,0.1845
/vs/surgery-vs-clinic,en,819,665,0.1880
/vs/surgery-vs-clinic,zh,1268,1064,0.1609
/vs/systems-vs-network,en,648,500,0.2284
/vs/systems-vs-network,zh,1033,834,0.1926
/vs/tattoo-vs-ink,en,744,608,0.1828
/vs/tattoo-vs-ink,zh,1222,1033,0.1547
/vs/tax-vs-finance,en,705,543,0.2298
/vs/tax-vs-finance,zh,1065,857,0.1953
/vs/taxi-vs-city,en,691,523,0.2431
/vs/taxi-vs-city,zh,1043,825,0.2090
/vs/team-vs-com,en,803,635,0.2092
/vs/team-vs-com,zh,1215,993,0.1827
/vs/tech-vs-com,en,830,662,0.2024
/vs/tech-vs-com,zh,1257,1039,0.1734
/vs/technology-vs-tech,en,669,506,0.2436
/vs/technology-vs-tech,zh,1030,818,0.2058
/vs/tennis-vs-club,en,714,547,0.2339
/vs/tennis-vs-club,zh,1117,895,0.1987
/vs/tennis-vs-coach,en,729,566,0.2236
/vs/tennis-vs-coach,zh,1111,895,0.1944
/vs/th-vs-vn,en,704,557,0.2088
/vs/th-vs-vn,zh,1267,1072,0.1539
/vs/theater-vs-show,en,732,585,0.2008
/vs/theater-vs-show,zh,1139,943,0.1721
/vs/tickets-vs-events,en,768,615,0.1992
/vs/tickets-vs-events,zh,1189,985,0.1716
/vs/tienda-vs-shop,en,873,707,0.1901
/vs/tienda-vs-shop,zh,1310,1094,0.1649
/vs/tips-vs-blog,en,678,516,0.2389
/vs/tips-vs-blog,zh,1036,825,0.2037
/vs/tires-vs-autos,en,829,681,0.1785
/vs/tires-vs-autos,zh,1302,1107,0.1498
/vs/tokyo-vs-asia,en,825,737,0.1067
/vs/tokyo-vs-asia,zh,1372,1240,0.0962
/vs/tools-vs-app,en,655,493,0.2473
/vs/tools-vs-app,zh,1058,846,0.2004
/vs/tours-vs-vacations,en,680,525,0.2279
/vs/tours-vs-vacations,zh,1043,840,0.1946
/vs/town-vs-city,en,824,661,0.1978
/vs/town-vs-city,zh,1255,1044,0.1681
/vs/toys-vs-games,en,732,567,0.2254
/vs/toys-vs-games,zh,1129,913,0.1913
/vs/toys-vs-shop,en,733,567,0.2265
/vs/toys-vs-shop,zh,1067,851,0.2024
/vs/tr-vs-ae,en,784,625,0.2028
/vs/tr-vs-ae,zh,1196,989,0.1731
/vs/training-vs-coach,en,705,545,0.2270
/vs/training-vs-coach,zh,1093,880,0.1949
/vs/travel-vs-tours,en,686,519,0.2434
/vs/travel-vs-tours,zh,1079,859,0.2039
/vs/tv-vs-com,en,896,730,0.1853
/vs/tv-vs-com,zh,1399,1182,0.1551
/vs/tw-vs-hk,en,761,615,0.1919
/vs/tw-vs-hk,zh,1150,958,0.1670
/vs/ua-vs-pl,en,744,591,0.2056
/vs/ua-vs-pl,zh,1117,916,0.1799
/vs/uk-vs-com,en,902,737,0.1829
/vs/uk-vs-com,zh,1404,1190,0.1524
/vs/university-vs-education,en,797,646,0.1895
/vs/university-vs-education,zh,1266,1070,0.1548
/vs/us-vs-com,en,810,645,0.2037
/vs/us-vs-com,zh,1246,1032,0.1717
/vs/uy-vs-ar,en,802,655,0.1833
/vs/uy-vs-ar,zh,1225,1030,0.1592
/vs/vacations-vs-holiday,en,677,530,0.2171
/vs/vacations-vs-holiday,zh,1042,849,0.1852
/vs/vegas-vs-casino,en,781,633,0.1895
/vs/vegas-vs-casino,zh,1255,1060,0.1554
/vs/ventures-vs-capital,en,660,539,0.1833
/vs/ventures-vs-capital,zh,1039,874,0.1588
/vs/vet-vs-pet,en,720,563,0.2181
/vs/vet-vs-pet,zh,1110,903,0.1865
/vs/video-vs-tv,en,595,458,0.2303
/vs/video-vs-tv,zh,952,764,0.1975
/vs/villas-vs-rentals,en,736,576,0.2174
/vs/villas-vs-rentals,zh,1151,939,0.1842
/vs/vin-vs-wine,en,786,633,0.1947
/vs/vin-vs-wine,zh,1248,1043,0.1643
/vs/vip-vs-club,en,757,588,0.2232
/vs/vip-vs-club,zh,1091,870,0.2026
/vs/vip-vs-top,en,676,508,0.2485
/vs/vip-vs-top,zh,1032,816,0.2093
/vs/vision-vs-care,en,815,654,0.1975
/vs/vision-vs-care,zh,1243,1033,0.1689
/vs/vn-vs-id,en,724,572,0.2099
/vs/vn-vs-id,zh,1234,1036,0.1605
/vs/vodka-vs-wine,en,786,633,0.1947
/vs/vodka-vs-wine,zh,1240,1035,0.1653
/vs/voyage-vs-tours,en,754,600,0.2042
/vs/voyage-vs-tours,zh,1167,963,0.1748
/vs/wang-vs-cn,en,804,704,0.1244
/vs/wang-vs-cn,zh,1299,1146,0.1178
/vs/wang-vs-com,en,792,627,0.2083
/vs/wang-vs-com,zh,1260,1046,0.1698
/vs/watch-vs-show,en,710,588,0.1718
/vs/watch-vs-show,zh,1104,926,0.1612
/vs/website-vs-site,en,696,532,0.2356
/vs/website-vs-site,zh,1060,846,0.2019
/vs/wedding-vs-love,en,737,582,0.2103
/vs/wedding-vs-love,zh,1112,908,0.1835
/vs/wiki-vs-info,en,699,542,0.2246
/vs/wiki-vs-info,zh,1103,895,0.1886
/vs/win-vs-bet,en,783,627,0.1992
/vs/win-vs-bet,zh,1274,1067,0.1625
/vs/win-vs-vip,en,824,654,0.2063
/vs/win-vs-vip,zh,1245,1023,0.1783
/vs/wine-vs-bar,en,661,497,0.2481
/vs/wine-vs-bar,zh,1093,875,0.1995
/vs/work-vs-works,en,720,564,0.2167
/vs/work-vs-works,zh,1096,887,0.1907
/vs/works-vs-studio,en,883,715,0.1903
/vs/works-vs-studio,zh,1304,1086,0.1672
/vs/world-vs-com,en,812,644,0.2069
/vs/world-vs-com,zh,1272,1053,0.1722
/vs/wtf-vs-lol,en,556,426,0.2338
/vs/wtf-vs-lol,zh,867,693,0.2007
/vs/xyz-vs-top,en,704,560,0.2045
/vs/xyz-vs-top,zh,1092,903,0.1731
/vs/yoga-vs-fitness,en,680,521,0.2338
/vs/yoga-vs-fitness,zh,1034,828,0.1992
/vs/za-vs-ng,en,735,585,0.2041
/vs/za-vs-ng,zh,1115,917,0.1776
/vs/zone-vs-site,en,850,685,0.1941
/vs/zone-vs-site,zh,1309,1090,0.1673
