group,lang,path,label,bodyWords,proseWords,proseChars,sentences,uniqueSentences,dupSentenceRatio,faqDetails,faqLd,nnMasked,nnRaw,nnPath,templateShare50,templateShare10,templateSentShare,vsReuseFromTld
tld,zh,/tld/berlin,.berlin,830,738,1070,34,34,0,3,3,0.416,0.282,/tld/amsterdam,0.269,0.338,0.441,
tld,en,/tld/best,.best,443,382,2057,35,35,0,3,3,0.172,0.111,/tld/design,0.271,0.271,0.371,
tld,zh,/tld/best,.best,727,648,913,34,34,0,3,3,0.237,0.154,/tld/lol,0.321,0.342,0.441,
tld,en,/tld/bet,.bet,499,417,2203,37,37,0,3,3,0.192,0.12,/tld/poker,0.266,0.301,0.432,
tld,zh,/tld/bet,.bet,757,654,929,35,35,0,3,3,0.266,0.18,/tld/dating,0.355,0.401,0.486,
tld,en,/tld/bike,.bike,461,388,1945,35,35,0,3,3,0.209,0.138,/tld/shoes,0.279,0.316,0.429,
tld,zh,/tld/bike,.bike,703,612,921,34,34,0,3,3,0.297,0.207,/tld/shoes,0.368,0.419,0.471,
tld,en,/tld/bio,.bio,447,374,1951,35,35,0,3,3,0.186,0.121,/tld/art,0.294,0.297,0.429,
tld,zh,/tld/bio,.bio,703,612,955,33,33,0,3,3,0.219,0.159,/tld/chat,0.34,0.347,0.485,
tld,en,/tld/biz,.biz,522,441,2282,38,38,0,3,3,0.185,0.116,/tld/ltd,0.249,0.28,0.421,
tld,zh,/tld/biz,.biz,808,704,1021,36,36,0,3,3,0.264,0.172,/tld/ltd,0.314,0.35,0.472,
tld,en,/tld/black,.black,448,375,2054,36,36,0,3,3,0.194,0.121,/tld/blue,0.285,0.311,0.417,
tld,zh,/tld/black,.black,736,648,949,35,35,0,3,3,0.242,0.168,/tld/marketing,0.343,0.377,0.457,
tld,en,/tld/blog,.blog,439,355,1911,34,34,0,3,3,0.202,0.135,/tld/art,0.305,0.321,0.471,
tld,zh,/tld/blog,.blog,680,576,957,35,35,0,3,3,0.228,0.161,/tld/design,0.321,0.334,0.486,
tld,en,/tld/blue,.blue,474,399,2105,36,36,0,3,3,0.194,0.126,/tld/black,0.27,0.314,0.444,
tld,zh,/tld/blue,.blue,784,689,1000,36,36,0,3,3,0.242,0.167,/tld/international,0.317,0.364,0.472,
tld,en,/tld/boats,.boats,495,414,2232,38,38,0,3,3,0.275,0.212,/tld/homes,0.27,0.308,0.421,
tld,zh,/tld/boats,.boats,785,680,970,35,35,0,3,3,0.377,0.304,/tld/homes,0.335,0.373,0.486,
tld,en,/tld/bond,.bond,509,443,2477,37,37,0,3,3,0.289,0.162,/tld/buzz,0.257,0.296,0.405,
tld,zh,/tld/bond,.bond,803,719,1079,34,34,0,3,3,0.322,0.2,/tld/buzz,0.323,0.374,0.471,
tld,en,/tld/boston,.boston,499,443,2440,35,35,0,3,3,0.44,0.275,/tld/miami,0.258,0.292,0.429,
tld,zh,/tld/boston,.boston,784,711,1055,33,33,0,3,3,0.45,0.331,/tld/miami,0.322,0.379,0.485,
tld,en,/tld/boutique,.boutique,477,388,2146,38,38,0,3,3,0.211,0.151,/tld/garden,0.279,0.299,0.421,
tld,zh,/tld/boutique,.boutique,745,632,986,36,36,0,3,3,0.268,0.195,/tld/garden,0.345,0.386,0.472,
tld,en,/tld/br,.br,737,661,3498,41,41,0,3,3,0.116,0.082,/tld/dk,0.132,0.149,0.293,
tld,zh,/tld/br,.br,1075,986,1402,39,39,0,3,3,0.156,0.116,/tld/dk,0.176,0.197,0.385,
tld,en,/tld/builders,.builders,471,396,2260,38,38,0,3,3,0.234,0.14,/tld/engineering,0.273,0.318,0.421,
tld,zh,/tld/builders,.builders,769,674,1039,36,36,0,3,3,0.293,0.196,/tld/construction,0.347,0.393,0.472,
tld,en,/tld/business,.business,487,412,2183,38,38,0,3,3,0.19,0.132,/tld/agency,0.271,0.296,0.421,
tld,zh,/tld/business,.business,757,662,1040,36,36,0,3,3,0.247,0.177,/tld/ltd,0.338,0.372,0.472,
tld,en,/tld/buzz,.buzz,525,455,2421,38,38,0,3,3,0.289,0.162,/tld/bond,0.25,0.288,0.395,
tld,zh,/tld/buzz,.buzz,821,733,1069,34,34,0,3,3,0.322,0.2,/tld/bond,0.305,0.355,0.471,
tld,en,/tld/ca,.ca,688,615,3330,39,39,0,3,3,0.122,0.084,/tld/art,0.166,0.168,0.359,
tld,zh,/tld/ca,.ca,1057,971,1432,37,37,0,3,3,0.203,0.149,/tld/au,0.201,0.21,0.432,
tld,en,/tld/cafe,.cafe,509,412,2049,34,34,0,3,3,0.189,0.124,/tld/art,0.272,0.302,0.471,
tld,zh,/tld/cafe,.cafe,756,637,972,35,35,0,3,3,0.256,0.17,/tld/pizza,0.346,0.386,0.486,
tld,en,/tld/camera,.camera,456,386,2126,37,37,0,3,3,0.219,0.128,/tld/diamonds,0.289,0.324,0.405,
tld,zh,/tld/camera,.camera,735,647,1051,36,36,0,3,3,0.269,0.168,/tld/clothing,0.349,0.391,0.444,
tld,en,/tld/camp,.camp,469,396,2115,36,36,0,3,3,0.228,0.129,/tld/villas,0.274,0.299,0.417,
tld,zh,/tld/camp,.camp,754,663,1021,36,36,0,3,3,0.253,0.163,/tld/villas,0.327,0.357,0.444,
tld,en,/tld/capital,.capital,460,391,2064,36,36,0,3,3,0.251,0.15,/tld/partners,0.284,0.316,0.417,
tld,zh,/tld/capital,.capital,742,655,1021,35,35,0,3,3,0.303,0.217,/tld/partners,0.349,0.387,0.457,
tld,en,/tld/care,.care,456,364,2013,37,37,0,3,3,0.228,0.134,/tld/clinic,0.296,0.338,0.432,
tld,zh,/tld/care,.care,754,639,932,37,37,0,3,3,0.267,0.185,/tld/clinic,0.332,0.372,0.459,
tld,en,/tld/careers,.careers,487,412,2295,37,37,0,3,3,0.209,0.119,/tld/lighting,0.273,0.311,0.432,
tld,zh,/tld/careers,.careers,763,666,1032,34,34,0,3,3,0.29,0.208,/tld/contractors,0.349,0.396,0.5,
tld,en,/tld/casa,.casa,536,468,2544,37,37,0,3,3,0.206,0.126,/tld/vodka,0.242,0.281,0.432,
tld,zh,/tld/casa,.casa,816,728,1095,35,35,0,3,3,0.287,0.186,/tld/moda,0.308,0.369,0.486,
tld,en,/tld/cash,.cash,433,367,1980,34,34,0,3,3,0.196,0.127,/tld/ventures,0.293,0.32,0.441,
tld,zh,/tld/cash,.cash,689,605,901,35,35,0,3,3,0.237,0.174,/tld/apartments,0.357,0.375,0.457,
tld,en,/tld/casino,.casino,508,429,2368,37,37,0,3,3,0.218,0.135,/tld/tattoo,0.265,0.306,0.432,
tld,zh,/tld/casino,.casino,779,679,1030,35,35,0,3,3,0.321,0.205,/tld/clothing,0.346,0.417,0.486,
tld,en,/tld/catering,.catering,478,405,2246,35,35,0,3,3,0.21,0.129,/tld/review,0.273,0.287,0.429,
tld,zh,/tld/catering,.catering,724,633,1015,33,33,0,3,3,0.31,0.234,/tld/cleaning,0.356,0.392,0.485,
tld,en,/tld/cc,.cc,403,341,1712,32,32,0,3,3,0.195,0.129,/tld/art,0.319,0.319,0.469,
tld,zh,/tld/cc,.cc,646,567,759,33,33,0,3,3,0.243,0.166,/tld/vip,0.36,0.362,0.485,
tld,en,/tld/center,.center,432,350,2049,33,33,0,3,3,0.21,0.137,/tld/zone,0.304,0.32,0.485,
tld,zh,/tld/center,.center,706,600,921,35,35,0,3,3,0.238,0.165,/tld/group,0.338,0.351,0.486,
tld,en,/tld/ch,.ch,713,640,3355,41,41,0,3,3,0.118,0.088,/tld/cn,0.146,0.163,0.317,
tld,zh,/tld/ch,.ch,1008,922,1316,38,38,0,3,3,0.161,0.117,/tld/it,0.189,0.212,0.395,
tld,en,/tld/chat,.chat,431,361,1946,35,35,0,3,3,0.193,0.127,/tld/club,0.301,0.307,0.429,
tld,zh,/tld/chat,.chat,657,569,891,35,35,0,3,3,0.236,0.178,/tld/jewelry,0.365,0.38,0.457,
tld,en,/tld/cheap,.cheap,483,406,2195,37,37,0,3,3,0.195,0.126,/tld/diamonds,0.266,0.293,0.432,
tld,zh,/tld/cheap,.cheap,752,651,1016,37,37,0,3,3,0.25,0.174,/tld/cruises,0.329,0.374,0.459,
tld,en,/tld/church,.church,487,414,2282,35,35,0,3,3,0.206,0.116,/tld/degree,0.273,0.306,0.429,
tld,zh,/tld/church,.church,772,681,1013,34,34,0,3,3,0.257,0.163,/tld/florist,0.334,0.364,0.471,
tld,en,/tld/city,.city,478,384,2068,37,37,0,3,3,0.193,0.128,/tld/space,0.288,0.306,0.432,
tld,zh,/tld/city,.city,772,656,922,37,37,0,3,3,0.236,0.177,/tld/properties,0.329,0.362,0.459,
tld,en,/tld/cl,.cl,672,593,3121,39,39,0,3,3,0.129,0.093,/tld/cn,0.162,0.18,0.359,
tld,zh,/tld/cl,.cl,1004,912,1241,39,39,0,3,3,0.155,0.114,/tld/ro,0.191,0.21,0.385,
tld,en,/tld/cleaning,.cleaning,486,413,2354,35,35,0,3,3,0.203,0.114,/tld/catering,0.266,0.272,0.429,
tld,zh,/tld/cleaning,.cleaning,758,667,1081,32,32,0,3,3,0.31,0.234,/tld/catering,0.33,0.359,0.5,
tld,en,/tld/click,.click,424,360,1921,34,34,0,3,3,0.19,0.12,/tld/cloud,0.296,0.307,0.441,
tld,zh,/tld/click,.click,663,581,918,33,33,0,3,3,0.238,0.181,/tld/fashion,0.356,0.374,0.485,
tld,en,/tld/clinic,.clinic,474,389,2160,38,38,0,3,3,0.228,0.139,/tld/care,0.282,0.319,0.421,
tld,zh,/tld/clinic,.clinic,783,674,1025,37,37,0,3,3,0.267,0.186,/tld/care,0.331,0.377,0.459,
tld,en,/tld/clothing,.clothing,496,424,2374,36,36,0,3,3,0.267,0.152,/tld/singles,0.268,0.322,0.444,
tld,zh,/tld/clothing,.clothing,755,663,1116,35,35,0,3,3,0.365,0.231,/tld/singles,0.343,0.412,0.486,
tld,en,/tld/cloud,.cloud,412,337,1787,32,32,0,3,3,0.206,0.133,/tld/social,0.333,0.34,0.469,
tld,zh,/tld/cloud,.cloud,637,545,803,33,33,0,3,3,0.244,0.174,/tld/club,0.382,0.388,0.485,
tld,en,/tld/club,.club,432,339,1796,34,34,0,3,3,0.21,0.139,/tld/studio,0.322,0.339,0.471,
tld,zh,/tld/club,.club,672,553,772,35,35,0,3,3,0.259,0.185,/tld/vip,0.379,0.397,0.486,
tld,en,/tld/cn,.cn,408,338,1824,32,32,0,3,3,0.18,0.12,/tld/art,0.283,0.328,0.469,
tld,zh,/tld/cn,.cn,696,601,758,34,34,0,3,3,0.211,0.153,/tld/so,0.311,0.358,0.471,
tld,en,/tld/co,.co,424,341,1743,36,36,0,3,3,0.198,0.132,/tld/art,0.313,0.326,0.417,
tld,zh,/tld/co,.co,674,565,783,33,33,0,3,3,0.24,0.172,/tld/space,0.345,0.361,0.515,
tld,en,/tld/coach,.coach,475,384,2063,37,37,0,3,3,0.192,0.129,/tld/art,0.284,0.304,0.432,
tld,zh,/tld/coach,.coach,754,636,945,37,37,0,3,3,0.234,0.176,/tld/pet,0.327,0.365,0.459,
tld,en,/tld/codes,.codes,456,388,2169,36,36,0,3,3,0.186,0.125,/tld/space,0.272,0.286,0.444,
tld,zh,/tld/codes,.codes,744,656,961,36,36,0,3,3,0.229,0.172,/tld/zone,0.325,0.337,0.472,
tld,en,/tld/coffee,.coffee,476,403,2090,40,40,0,3,3,0.202,0.128,/tld/photography,0.275,0.305,0.375,
tld,zh,/tld/coffee,.coffee,755,664,1005,36,36,0,3,3,0.269,0.181,/tld/photography,0.338,0.382,0.444,
tld,en,/tld/college,.college,515,442,2628,37,37,0,3,3,0.256,0.148,/tld/university,0.254,0.288,0.405,
tld,zh,/tld/college,.college,815,724,1151,34,34,0,3,3,0.318,0.221,/tld/university,0.312,0.363,0.471,
tld,en,/tld/com,.com,421,337,1764,35,35,0,3,3,0.198,0.133,/tld/art,0.311,0.324,0.429,
tld,zh,/tld/com,.com,723,616,792,32,32,0,3,3,0.236,0.168,/tld/vip,0.342,0.359,0.531,
tld,en,/tld/community,.community,470,392,2181,37,37,0,3,3,0.207,0.129,/tld/education,0.278,0.323,0.432,
tld,zh,/tld/community,.community,747,649,1025,36,36,0,3,3,0.281,0.192,/tld/market,0.354,0.414,0.472,
tld,en,/tld/company,.company,438,359,1934,32,32,0,3,3,0.192,0.132,/tld/fun,0.304,0.311,0.469,
tld,zh,/tld/company,.company,711,614,983,34,34,0,3,3,0.242,0.177,/tld/ltd,0.35,0.351,0.471,
tld,en,/tld/computer,.computer,480,414,2304,35,35,0,3,3,0.207,0.121,/tld/mortgage,0.283,0.321,0.429,
tld,zh,/tld/computer,.computer,742,658,1071,33,33,0,3,3,0.297,0.188,/tld/mortgage,0.367,0.409,0.485,
tld,en,/tld/condos,.condos,517,451,2506,38,38,0,3,3,0.269,0.17,/tld/graphics,0.255,0.299,0.395,
tld,zh,/tld/condos,.condos,776,692,1092,34,34,0,3,3,0.364,0.236,/tld/domains,0.334,0.389,0.471,
tld,en,/tld/construction,.construction,486,405,2360,37,37,0,3,3,0.238,0.155,/tld/apartments,0.272,0.317,0.432,
tld,zh,/tld/construction,.construction,758,652,1117,35,35,0,3,3,0.303,0.207,/tld/apartments,0.357,0.404,0.486,
tld,en,/tld/consulting,.consulting,464,386,2203,37,37,0,3,3,0.242,0.139,/tld/marketing,0.282,0.329,0.432,
tld,zh,/tld/consulting,.consulting,731,633,1072,36,36,0,3,3,0.287,0.216,/tld/marketing,0.358,0.409,0.472,
tld,en,/tld/contractors,.contractors,473,396,2370,37,37,0,3,3,0.27,0.153,/tld/management,0.289,0.329,0.432,
tld,zh,/tld/contractors,.contractors,755,650,1130,34,34,0,3,3,0.357,0.225,/tld/equipment,0.367,0.416,0.5,
tld,en,/tld/cooking,.cooking,494,419,2303,36,36,0,3,3,0.263,0.203,/tld/fishing,0.271,0.315,0.444,
tld,zh,/tld/cooking,.cooking,741,646,1022,34,34,0,3,3,0.336,0.29,/tld/fishing,0.328,0.387,0.5,
tld,en,/tld/cool,.cool,432,364,2029,34,34,0,3,3,0.19,0.127,/tld/art,0.287,0.298,0.471,
tld,zh,/tld/cool,.cool,728,639,944,36,36,0,3,3,0.249,0.185,/tld/today,0.347,0.372,0.472,
tld,en,/tld/coupons,.coupons,479,406,2284,35,35,0,3,3,0.244,0.129,/tld/parts,0.273,0.3,0.429,
tld,zh,/tld/coupons,.coupons,734,643,1014,33,33,0,3,3,0.347,0.218,/tld/parts,0.36,0.393,0.485,
tld,en,/tld/courses,.courses,491,412,2370,36,36,0,3,3,0.238,0.183,/tld/study,0.273,0.3,0.417,
tld,zh,/tld/courses,.courses,761,664,1064,33,33,0,3,3,0.354,0.275,/tld/study,0.34,0.372,0.485,
tld,en,/tld/credit,.credit,472,406,2238,36,36,0,3,3,0.257,0.141,/tld/loans,0.288,0.326,0.417,
tld,zh,/tld/credit,.credit,754,670,1082,34,34,0,3,3,0.321,0.204,/tld/loans,0.353,0.394,0.471,
tld,en,/tld/cricket,.cricket,513,438,2393,38,38,0,3,3,0.37,0.208,/tld/basketball,0.256,0.282,0.421,
tld,zh,/tld/cricket,.cricket,782,687,1070,35,35,0,3,3,0.399,0.265,/tld/basketball,0.308,0.34,0.486,
tld,en,/tld/cruises,.cruises,478,403,2251,36,36,0,3,3,0.247,0.141,/tld/clothing,0.281,0.321,0.444,
tld,zh,/tld/cruises,.cruises,760,664,1049,36,36,0,3,3,0.321,0.196,/tld/clothing,0.343,0.392,0.472,
tld,en,/tld/cyou,.cyou,520,456,2344,37,37,0,3,3,0.194,0.149,/tld/bond,0.254,0.285,0.405,
tld,zh,/tld/cyou,.cyou,793,711,1037,34,34,0,3,3,0.266,0.195,/tld/bond,0.328,0.373,0.471,
tld,en,/tld/cz,.cz,644,565,2963,38,38,0,3,3,0.134,0.085,/tld/cn,0.17,0.189,0.368,
tld,zh,/tld/cz,.cz,918,825,1181,37,37,0,3,3,0.156,0.123,/tld/th,0.198,0.219,0.405,
tld,en,/tld/dad,.dad,485,412,2110,37,37,0,3,3,0.236,0.138,/tld/mom,0.267,0.286,0.405,
tld,zh,/tld/dad,.dad,746,655,921,35,35,0,3,3,0.269,0.178,/tld/mom,0.335,0.364,0.457,
tld,en,/tld/dance,.dance,510,436,2391,40,40,0,3,3,0.233,0.14,/tld/soccer,0.255,0.294,0.4,
tld,zh,/tld/dance,.dance,792,698,1011,36,36,0,3,3,0.311,0.19,/tld/soccer,0.347,0.389,0.472,
tld,en,/tld/dating,.dating,505,427,2406,37,37,0,3,3,0.224,0.131,/tld/clothing,0.265,0.31,0.432,
tld,zh,/tld/dating,.dating,765,668,1029,35,35,0,3,3,0.302,0.218,/tld/clothing,0.351,0.41,0.486,
tld,en,/tld/day,.day,522,455,2396,37,37,0,3,3,0.22,0.168,/tld/meme,0.25,0.278,0.405,
tld,zh,/tld/day,.day,794,709,1084,34,34,0,3,3,0.322,0.244,/tld/meme,0.3,0.341,0.471,
tld,en,/tld/de,.de,931,843,4315,44,44,0,3,3,0.085,0.069,/tld/uk,0.098,0.1,0.227,
tld,zh,/tld/de,.de,1332,1229,1834,42,42,0,3,3,0.143,0.107,/tld/tw,0.162,0.165,0.381,
tld,en,/tld/deals,.deals,484,405,2229,36,36,0,3,3,0.267,0.168,/tld/auction,0.273,0.312,0.444,
tld,zh,/tld/deals,.deals,761,662,975,34,34,0,3,3,0.348,0.252,/tld/discount,0.349,0.396,0.5,
tld,en,/tld/degree,.degree,467,394,2348,36,36,0,3,3,0.206,0.123,/tld/church,0.291,0.324,0.417,
tld,zh,/tld/degree,.degree,730,639,1029,33,33,0,3,3,0.269,0.173,/tld/jewelry,0.357,0.401,0.485,
tld,en,/tld/delivery,.delivery,467,394,2254,36,36,0,3,3,0.207,0.133,/tld/rent,0.274,0.31,0.417,
tld,zh,/tld/delivery,.delivery,734,643,1046,34,34,0,3,3,0.307,0.185,/tld/rent,0.365,0.406,0.471,
tld,en,/tld/dental,.dental,444,368,2063,34,34,0,3,3,0.191,0.12,/tld/space,0.296,0.296,0.441,
tld,zh,/tld/dental,.dental,752,658,993,34,34,0,3,3,0.231,0.187,/tld/catering,0.328,0.349,0.471,
tld,en,/tld/dentist,.dentist,479,405,2322,36,36,0,3,3,0.273,0.162,/tld/attorney,0.271,0.329,0.444,
tld,zh,/tld/dentist,.dentist,752,657,1025,34,34,0,3,3,0.365,0.229,/tld/attorney,0.345,0.415,0.5,
tld,en,/tld/design,.design,413,333,1860,32,32,0,3,3,0.211,0.135,/tld/art,0.326,0.346,0.5,
tld,zh,/tld/design,.design,658,552,783,34,34,0,3,3,0.273,0.183,/tld/studio,0.378,0.398,0.5,
tld,en,/tld/dev,.dev,417,331,1798,36,36,0,3,3,0.204,0.135,/tld/art,0.319,0.332,0.444,
tld,zh,/tld/dev,.dev,672,562,845,35,35,0,3,3,0.246,0.179,/tld/app,0.339,0.354,0.486,
tld,en,/tld/diamonds,.diamonds,447,374,2147,36,36,0,3,3,0.231,0.132,/tld/cruises,0.3,0.333,0.417,
tld,zh,/tld/diamonds,.diamonds,724,633,1037,36,36,0,3,3,0.31,0.192,/tld/clothing,0.354,0.402,0.444,
tld,en,/tld/digital,.digital,403,337,1955,33,33,0,3,3,0.222,0.162,/tld/life,0.328,0.334,0.455,
tld,zh,/tld/digital,.digital,676,592,918,34,34,0,3,3,0.249,0.192,/tld/life,0.357,0.365,0.471,
tld,en,/tld/directory,.directory,452,382,2093,35,35,0,3,3,0.216,0.13,/tld/marketing,0.272,0.309,0.4,
tld,zh,/tld/directory,.directory,710,622,990,34,34,0,3,3,0.261,0.178,/tld/services,0.342,0.382,0.441,
tld,en,/tld/discount,.discount,483,404,2402,36,36,0,3,3,0.277,0.168,/tld/auction,0.282,0.322,0.444,
tld,zh,/tld/discount,.discount,759,660,1057,34,34,0,3,3,0.363,0.252,/tld/auction,0.361,0.411,0.5,
tld,en,/tld/dk,.dk,672,596,3151,39,39,0,3,3,0.133,0.089,/tld/hk,0.167,0.186,0.359,
tld,zh,/tld/dk,.dk,991,901,1226,37,37,0,3,3,0.177,0.134,/tld/no,0.193,0.214,0.405,
tld,en,/tld/doctor,.doctor,452,376,2121,35,35,0,3,3,0.185,0.12,/tld/design,0.289,0.289,0.429,
